neighbourhood_cleansed,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bathrooms_shared,logprice
XIII Aurelia,12.42379,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,False,5.796057750765372
XIII Aurelia,12.43959313256274,Entire condo,Entire home/apt,7,2.0,2.0,4.0,False,4.787491742782046
IX Eur,12.49123,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,False,4.499809670330265
I Centro Storico,12.47777,Entire rental unit,Entire home/apt,2,1.0,1.0,0.0,False,4.605170185988091
I Centro Storico,12.48081,Entire condo,Entire home/apt,4,1.0,2.0,3.0,False,5.572154032177765
X Ostia/Acilia,12.33714,Private room in condo,Private room,2,1.0,1.0,2.0,True,3.6888794541139363
I Centro Storico,12.44342,Entire vacation home,Entire home/apt,4,1.0,1.0,2.0,False,5.0238805208462765
I Centro Storico,12.50745,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,False,4.919980925828125
VI Roma delle Torri,12.62321,Entire vacation home,Entire home/apt,4,1.5,2.0,2.0,False,4.0943445622221
XIII Aurelia,12.43085,Private room in condo,Private room,4,1.0,1.0,1.0,False,4.23410650459726
I Centro Storico,12.47313,Entire rental unit,Entire home/apt,5,0.0,2.0,3.0,False,5.755742213586912
XII Monte Verde,12.46853,Entire condo,Entire home/apt,4,2.0,2.0,4.0,False,4.653960350157523
I Centro Storico,12.50947,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,False,4.976733742420574
VIII Appia Antica,12.50313,Private room in rental unit,Private room,2,1.0,1.0,1.0,True,4.605170185988091
I Centro Storico,12.47566,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,False,5.313205979041787
I Centro Storico,12.47779,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,False,4.919980925828125
I Centro Storico,12.4755,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,4.663439094112067
XIII Aurelia,12.43055,Private room in rental unit,Private room,3,1.0,1.0,2.0,False,4.219507705176107
I Centro Storico,12.4526,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,4.897839799950911
I Centro Storico,12.47695,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,4.983606621708336
I Centro Storico,12.47571,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,False,4.605170185988091
XIII Aurelia,12.42914,Private room in rental unit,Private room,3,1.0,1.0,1.0,False,4.04305126783455
I Centro Storico,12.48262,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,False,5.231108616854587
I Centro Storico,12.47255,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,False,5.707110264748875
I Centro Storico,12.46909,Private room in home,Private room,2,1.0,1.0,1.0,False,5.111987788356543
I Centro Storico,12.46714,Entire rental unit,Entire home/apt,4,2.0,1.0,2.0,False,5.673323267171492
XIII Aurelia,12.45001,Entire rental unit,Entire home/apt,5,1.0,2.0,3.0,False,4.969813299576001
XV Cassia/Flaminia,12.44868,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,False,4.382026634673881
XIII Aurelia,12.45457,Entire rental unit,Entire home/apt,6,1.0,2.0,6.0,False,5.332718793265369
I Centro Storico,12.46732,Entire rental unit,Entire home/apt,6,1.0,3.0,4.0,False,5.673323267171492
I Centro Storico,12.46824,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,False,5.66988092298052
V Prenestino/Centocelle,12.52142,Private room in home,Private room,2,1.0,1.0,1.0,True,3.988984046564274
I Centro Storico,12.47505,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,4.844187086458591
I Centro Storico,12.49241542816162,Entire rental unit,Entire home/apt,2,1.0,0.0,2.0,False,5.003946305945459
VII San Giovanni/Cinecittà,12.51984,Entire home,Entire home/apt,6,2.0,2.0,3.0,False,5.10594547390058
I Centro Storico,12.47394,Entire condo,Entire home/apt,2,1.0,1.0,1.0,False,4.762173934797756
I Centro Storico,12.48482,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,False,5.703782474656201
VII San Giovanni/Cinecittà,12.52512,Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,False,5.703782474656201
I Centro Storico,12.47377,Entire loft,Entire home/apt,2,1.0,1.0,1.0,False,4.787491742782046
XV Cassia/Flaminia,12.45967,Private room in rental unit,Private room,2,1.0,1.0,1.0,True,4.174387269895637
I Centro Storico,12.45778,Entire condo,Entire home/apt,6,2.0,2.0,4.0,False,5.433722003554239
I Centro Storico,12.48924,Entire vacation home,Entire home/apt,6,1.0,2.0,3.0,False,5.332718793265369
I Centro Storico,12.48137,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,5.003946305945459
I Centro Storico,12.47888,Entire condo,Entire home/apt,3,1.0,1.0,2.0,False,4.955827057601261
I Centro Storico,12.45971,Entire loft,Entire home/apt,4,1.0,0.0,2.0,False,4.330733340286331
I Centro Storico,12.45329,Entire rental unit,Entire home/apt,5,1.0,1.0,3.0,False,4.07753744390572
V Prenestino/Centocelle,12.5252740457654,Entire condo,Entire home/apt,4,1.0,2.0,2.0,False,5.438079308923196
I Centro Storico,12.49421,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,4.836281906951478
I Centro Storico,12.47576,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,False,5.768320995793772
VII San Giovanni/Cinecittà,12.504300117492676,Entire serviced apartment,Entire home/apt,4,1.0,1.0,2.0,False,4.61512051684126
I Centro Storico,12.47584,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,3.8918202981106265
I Centro Storico,12.46219,Entire rental unit,Entire home/apt,8,3.0,4.0,4.0,False,6.061456918928017
I Centro Storico,12.45462,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,False,4.477336814478206
VII San Giovanni/Cinecittà,12.52508,Entire condo,Entire home/apt,7,3.0,3.0,4.0,False,4.828313737302301
I Centro Storico,12.46208,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,False,5.017279836814924
I Centro Storico,12.44667,Entire rental unit,Entire home/apt,6,2.0,2.0,2.0,False,4.969813299576001
I Centro Storico,12.4777,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,False,4.276666119016055
II Parioli/Nomentano,12.51319,Entire rental unit,Entire home/apt,5,2.0,2.0,4.0,False,5.6937321388027
VII San Giovanni/Cinecittà,12.5218,Entire rental unit,Entire home/apt,8,3.0,4.0,7.0,False,5.19295685089021
II Parioli/Nomentano,12.52574,Private room in bed and breakfast,Private room,1,1.0,1.0,1.0,False,3.5553480614894135
I Centro Storico,12.45984,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,4.6913478822291435
V Prenestino/Centocelle,12.54083,Entire condo,Entire home/apt,4,1.0,2.0,2.0,False,5.298317366548036
XV Cassia/Flaminia,12.48771,Entire rental unit,Entire home/apt,6,1.0,2.0,4.0,False,4.787491742782046
I Centro Storico,12.45584,Entire rental unit,Entire home/apt,5,1.0,2.0,3.0,False,4.6913478822291435
I Centro Storico,12.45801,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,False,4.5217885770490405
IX Eur,12.49161,Room in bed and breakfast,Hotel room,2,1.0,1.0,1.0,False,4.499809670330265
I Centro Storico,12.46792,Room in serviced apartment,Hotel room,2,1.0,1.0,1.0,False,4.859812404361672
I Centro Storico,12.51174,Entire rental unit,Entire home/apt,4,1.0,0.0,3.0,False,4.442651256490317
III Monte Sacro,12.57221,Entire villa,Entire home/apt,11,6.0,6.0,7.0,False,5.991464547107982
XII Monte Verde,12.46846,Entire rental unit,Entire home/apt,4,2.0,1.0,1.0,False,4.969813299576001
I Centro Storico,12.46515,Entire vacation home,Entire home/apt,4,1.0,2.0,4.0,False,5.0106352940962555
XII Monte Verde,12.44541,Entire bed and breakfast,Entire home/apt,4,1.0,1.0,2.0,False,4.406719247264253
I Centro Storico,12.49388,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,5.47646355193151
I Centro Storico,12.4901,Room in boutique hotel,Private room,3,1.0,1.0,2.0,False,5.123963979403259
I Centro Storico,12.4901,Private room in rental unit,Private room,2,1.0,1.0,2.0,False,5.123963979403259
I Centro Storico,12.49023,Entire rental unit,Entire home/apt,10,5.0,5.0,7.0,False,6.393590753950631
I Centro Storico,12.49005,Private room in rental unit,Private room,2,1.0,1.0,2.0,False,5.0238805208462765
I Centro Storico,12.4901,Private room in rental unit,Private room,2,1.0,1.0,1.0,False,5.099866427824198
I Centro Storico,12.49345,Entire rental unit,Entire home/apt,9,2.0,4.0,5.0,False,5.420534999272285
I Centro Storico,12.44848,Entire condo,Entire home/apt,2,1.0,1.0,1.0,False,6.429719478039137
I Centro Storico,12.47438,Entire condo,Entire home/apt,5,2.0,1.0,3.0,False,5.455321115357701
XI Arvalia/Portuense,12.45014,Private room in rental unit,Private room,1,1.0,1.0,1.0,False,3.6888794541139363
VII San Giovanni/Cinecittà,12.50869,Entire condo,Entire home/apt,6,1.0,3.0,4.0,False,5.003946305945459
I Centro Storico,12.47825,Room in boutique hotel,Private room,3,2.0,1.0,2.0,True,6.045005314036011
I Centro Storico,12.45829,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,False,4.543294782270004
I Centro Storico,12.47825,Room in boutique hotel,Private room,2,1.0,2.0,1.0,False,5.680172609017067
I Centro Storico,12.47825,Room in boutique hotel,Private room,2,1.0,2.0,1.0,False,5.762051382780177
I Centro Storico,12.47825,Room in boutique hotel,Private room,3,1.0,1.0,1.0,False,5.7430031878094825
I Centro Storico,12.50105,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,False,4.941642422609304
I Centro Storico,12.47127,Entire rental unit,Entire home/apt,4,2.0,1.0,1.0,False,4.941642422609304
XIII Aurelia,12.45051,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,4.74493212836325
IV Tiburtina,12.53731,Entire home,Entire home/apt,9,2.0,3.0,6.0,False,5.857933154483459
I Centro Storico,12.45257,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,False,4.605170185988091
I Centro Storico,12.49478,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,False,4.59511985013459
I Centro Storico,12.44588,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,False,4.418840607796597
II Parioli/Nomentano,12.47844,Entire rental unit,Entire home/apt,2,1.0,2.0,2.0,False,5.0106352940962555
I Centro Storico,12.4679,Entire vacation home,Entire home/apt,3,1.0,1.0,2.0,False,4.718498871295094
I Centro Storico,12.47867,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,False,6.2324480165505225
I Centro Storico,12.47192,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,False,4.9344739331306915
I Centro Storico,12.45635,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,False,4.653960350157523
I Centro Storico,12.47357,Entire rental unit,Entire home/apt,8,2.5,3.0,3.0,False,5.438079308923196
I Centro Storico,12.45851,Entire rental unit,Entire home/apt,6,1.0,2.0,4.0,False,5.459585514144159
XIII Aurelia,12.4357,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,False,4.9344739331306915
IX Eur,12.50428,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,3.8066624897703196
I Centro Storico,12.46097,Room in boutique hotel,Private room,2,1.0,1.0,1.0,False,5.6131281063880705
V Prenestino/Centocelle,12.52537,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,3.912023005428146
I Centro Storico,12.47697,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,4.276666119016055
I Centro Storico,12.46097,Room in boutique hotel,Private room,1,1.0,1.0,1.0,False,4.836281906951478
VII San Giovanni/Cinecittà,12.51009,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,4.189654742026425
XIII Aurelia,12.45731,Entire rental unit,Entire home/apt,5,1.0,2.0,3.0,False,5.187385805840755
I Centro Storico,12.48348,Entire rental unit,Entire home/apt,5,3.0,3.0,5.0,False,6.0330862217988015
V Prenestino/Centocelle,12.55771,Private room in rental unit,Private room,2,1.0,1.0,1.0,True,4.31748811353631
I Centro Storico,12.44741,Entire rental unit,Entire home/apt,7,3.0,3.0,3.0,False,4.77912349311153
V Prenestino/Centocelle,12.55806,Private room in rental unit,Private room,1,1.0,1.0,1.0,False,4.007333185232471
V Prenestino/Centocelle,12.55613,Private room in rental unit,Private room,2,1.0,1.0,1.0,False,4.31748811353631
I Centro Storico,12.45673,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,5.0106352940962555
I Centro Storico,12.48302,Entire rental unit,Entire home/apt,4,2.0,1.0,2.0,False,5.25227342804663
I Centro Storico,12.45395,Entire vacation home,Entire home/apt,4,2.0,1.0,2.0,False,4.74493212836325
VII San Giovanni/Cinecittà,12.54701042175293,Private room in rental unit,Private room,3,1.0,1.0,2.0,False,4.605170185988091
I Centro Storico,12.48079,Entire rental unit,Entire home/apt,8,2.0,3.0,4.0,False,5.459585514144159
I Centro Storico,12.46235,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,False,5.0106352940962555
I Centro Storico,12.46896,Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,False,5.828945617610207
I Centro Storico,12.49982,Entire rental unit,Entire home/apt,5,1.0,2.0,3.0,False,4.787491742782046
XII Monte Verde,12.46176,Private room in rental unit,Private room,4,2.0,2.0,2.0,False,4.7535901911063645
XIII Aurelia,12.43154,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,False,4.787491742782046
I Centro Storico,12.46429,Private room in condo,Private room,2,1.0,1.0,2.0,False,5.123963979403259
I Centro Storico,12.47081,Entire rental unit,Entire home/apt,6,2.0,3.0,3.0,False,5.44673737166631
II Parioli/Nomentano,12.5166987,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,4.624972813284271
I Centro Storico,12.49213,Entire rental unit,Entire home/apt,5,1.0,1.0,2.0,False,4.418840607796597
I Centro Storico,12.46097,Private room in serviced apartment,Private room,2,1.0,1.0,1.0,False,5.497168225293201
XIII Aurelia,12.45407,Entire rental unit,Entire home/apt,5,1.0,1.0,2.0,False,5.267858159063328
I Centro Storico,12.45205,Entire rental unit,Entire home/apt,5,2.0,3.0,5.0,False,5.3471075307174685
II Parioli/Nomentano,12.522204399108888,Private room in bed and breakfast,Private room,3,1.0,1.0,1.0,False,4.605170185988091
I Centro Storico,12.4943,Entire vacation home,Entire home/apt,3,1.0,1.0,2.0,False,4.867534450455582
XII Monte Verde,12.46103,Private room in rental unit,Private room,2,1.0,1.0,1.0,False,4.110873864173311
XII Monte Verde,12.46115,Private room in rental unit,Private room,2,1.0,1.0,1.0,False,4.1588830833596715
VII San Giovanni/Cinecittà,12.50504,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,False,5.081404364984463
XI Arvalia/Portuense,12.4651182,Private room in rental unit,Private room,1,1.0,1.0,1.0,True,4.007333185232471
I Centro Storico,12.46625,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,False,5.0106352940962555
I Centro Storico,12.45259,Entire rental unit,Entire home/apt,9,2.0,3.0,6.0,False,5.164785973923514
I Centro Storico,12.44817,Entire condo,Entire home/apt,6,2.0,2.0,3.0,False,4.867534450455582
V Prenestino/Centocelle,12.54081,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,4.0943445622221
XII Monte Verde,12.44337,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,False,4.174387269895637
II Parioli/Nomentano,12.46656,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,False,4.9344739331306915
XIII Aurelia,12.45513,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,4.9126548857360515
I Centro Storico,12.47889,Entire rental unit,Entire home/apt,6,2.5,2.0,3.0,False,5.187385805840755
II Parioli/Nomentano,12.51054,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,4.2484952420493585
I Centro Storico,12.49336,Entire rental unit,Entire home/apt,5,1.0,1.0,4.0,False,5.356586274672012
VII San Giovanni/Cinecittà,12.50334,Entire condo,Entire home/apt,5,2.0,2.0,4.0,False,5.075173815233827
III Monte Sacro,12.55986,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,False,4.499809670330265
XV Cassia/Flaminia,12.44867,Entire rental unit,Entire home/apt,2,1.0,1.0,0.0,False,4.110873864173311
XII Monte Verde,12.44699,Entire condo,Entire home/apt,4,1.0,2.0,2.0,False,4.382026634673881
II Parioli/Nomentano,12.522204399108888,Private room in bed and breakfast,Private room,4,1.0,1.0,1.0,False,4.51085950651685
II Parioli/Nomentano,12.52158,Entire rental unit,Entire home/apt,12,5.0,4.0,8.0,False,6.1092475827643655
I Centro Storico,12.46766,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,5.0106352940962555
VII San Giovanni/Cinecittà,12.5124,Entire rental unit,Entire home/apt,6,2.0,2.0,5.0,False,4.787491742782046
VII San Giovanni/Cinecittà,12.51873,Tiny home,Entire home/apt,2,1.0,1.0,1.0,False,4.23410650459726
I Centro Storico,12.47216,Entire condo,Entire home/apt,4,1.0,1.0,2.0,False,4.736198448394496
I Centro Storico,12.466997,Entire condo,Entire home/apt,5,1.0,2.0,3.0,False,5.1179938124167546
I Centro Storico,12.46925,Entire rental unit,Entire home/apt,5,1.0,1.0,3.0,False,4.927253685157204
XII Monte Verde,12.46538,Entire condo,Entire home/apt,4,1.0,2.0,3.0,False,4.219507705176107
I Centro Storico,12.49786,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,False,5.0106352940962555
I Centro Storico,12.478021621704102,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,False,4.941642422609304
XIV Monte Mario,12.4244,Entire rental unit,Entire home/apt,6,1.0,2.0,3.0,False,4.442651256490317
XIII Aurelia,12.45335,Entire rental unit,Entire home/apt,5,1.0,2.0,4.0,False,4.90527477843843
II Parioli/Nomentano,12.47948,Entire rental unit,Entire home/apt,3,1.0,1.0,3.0,False,4.605170185988091
I Centro Storico,12.471189,Entire condo,Entire home/apt,8,1.0,1.0,3.0,False,5.19295685089021
VII San Giovanni/Cinecittà,12.53975,Private room in bed and breakfast,Private room,3,2.0,2.0,4.0,False,3.7135720667043075
VII San Giovanni/Cinecittà,12.51361,Private room in rental unit,Private room,2,1.0,1.0,2.0,False,3.4339872044851463
I Centro Storico,12.46849,Entire rental unit,Entire home/apt,4,1.5,2.0,3.0,False,5.141663556502659
I Centro Storico,12.506637,Entire rental unit,Entire home/apt,8,2.0,3.0,4.0,False,5.123963979403259
XII Monte Verde,12.46972,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,4.74493212836325
XII Monte Verde,12.47102,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,False,4.143134726391533
VII San Giovanni/Cinecittà,12.52601,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,False,4.605170185988091
I Centro Storico,12.45828,Entire rental unit,Entire home/apt,4,1.5,1.0,2.0,False,4.941642422609304
VII San Giovanni/Cinecittà,12.51127,Private room in condo,Private room,2,1.0,1.0,1.0,True,4.2484952420493585
VII San Giovanni/Cinecittà,12.51496,Private room in bed and breakfast,Private room,1,1.0,1.0,1.0,False,3.1780538303479453
II Parioli/Nomentano,12.52107,Private room in bed and breakfast,Private room,3,1.5,2.0,1.0,False,4.189654742026425
XIV Monte Mario,12.44143,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,False,4.59511985013459
XIII Aurelia,12.42767,Entire rental unit,Entire home/apt,5,1.0,3.0,3.0,False,4.653960350157523
XII Monte Verde,12.4276,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,False,4.0943445622221
I Centro Storico,12.45248,Entire rental unit,Entire home/apt,5,1.0,2.0,2.0,False,4.0943445622221
XII Monte Verde,12.44934,Entire rental unit,Entire home/apt,4,1.0,2.0,4.0,False,4.2484952420493585
XIII Aurelia,12.45293,Entire rental unit,Entire home/apt,3,1.0,2.0,4.0,False,4.584967478670571
I Centro Storico,12.50766,Private room in rental unit,Private room,2,1.0,1.0,1.0,False,4.867534450455582
